id,order_id,user_id,product_id,inventory_item_id,returned_at
44894,30884,24703,16305,121101,2023-06-16 09:44:00+00:00
46528,32028,25639,12185,125502,2021-08-07 17:09:00+00:00
48141,33116,26520,26215,129883,2022-07-19 15:04:00+00:00
48327,33242,26631,12467,130380,2022-08-13 23:46:00+00:00
54176,37252,29842,25511,146188,2022-12-29 17:42:00+00:00
55372,38091,30502,25672,149423,2022-02-16 11:09:00+00:00
55504,38175,30567,18310,149766,2022-12-07 12:27:00+00:00
59291,40840,32694,17941,160030,2022-11-12 19:14:00+00:00
62039,42729,34172,16973,167405,2023-05-23 05:31:00+00:00
62192,42829,34249,13710,167824,2023-05-10 11:02:00+00:00
62553,43059,34445,25633,168767,2020-02-23 11:20:00+00:00
62692,43154,34525,18113,169136,2023-06-22 16:10:00+00:00
63166,43492,34814,16038,170416,2022-10-03 19:18:00+00:00
63439,43683,34968,12483,171153,2022-07-29 15:16:00+00:00
63500,43719,35005,6013,171314,2022-01-28 07:00:00+00:00
64876,44653,35745,12473,175050,2023-04-11 07:54:00+00:00
74154,51034,40870,6175,200080,2021-05-16 12:48:00+00:00
75575,52006,41675,26215,203927,2023-06-07 14:45:00+00:00
76733,52803,42309,25633,207068,2023-10-01 05:23:00+00:00
78241,53805,43109,26430,211140,2023-05-02 12:37:00+00:00
80281,55235,44243,12473,216654,2023-06-09 00:58:00+00:00
81697,56201,45009,18687,220483,2021-04-03 03:01:00+00:00
84392,58056,46417,25479,227741,2023-05-18 20:24:00+00:00
84934,58438,46698,24784,229214,2022-08-04 06:41:00+00:00
90638,62361,49849,16038,244620,2020-10-09 21:09:00+00:00
91980,63285,50593,22576,248263,2023-11-16 07:53:00+00:00
92882,63917,51078,16245,250726,2024-01-22 03:16:00+00:00
92893,63928,51086,25200,250754,2021-07-16 01:17:00+00:00
93382,64263,51339,16384,252052,2020-02-01 00:47:00+00:00
93960,64630,51639,16000,253609,2020-12-15 16:41:00+00:00
94043,64689,51688,12467,253836,2020-09-07 17:29:00+00:00
97098,66821,53386,9050,261987,2023-07-04 10:23:00+00:00
98199,67592,53998,2595,264932,2022-09-27 11:01:00+00:00
99753,68661,54863,12424,269145,2024-01-20 00:56:00+00:00
99981,68827,55000,25380,269786,2023-09-13 03:06:00+00:00
101115,69603,55627,16529,272796,2023-08-21 10:50:00+00:00
101327,69764,55756,16384,273342,2024-01-20 14:34:00.420846+00:00
102098,70293,56154,26284,275412,2021-10-18 18:54:00+00:00
110175,75910,60547,11246,297287,2023-06-09 04:22:00+00:00
115587,79631,63538,25919,311943,2020-06-17 20:30:00+00:00
120696,83105,66310,25569,325758,2023-10-11 18:56:00+00:00
124199,85511,68179,26097,335270,2023-07-28 20:10:00+00:00
128624,88570,70597,27968,347226,2021-11-02 18:08:00+00:00
132893,91458,72942,12424,358786,2022-09-09 10:11:00+00:00
134125,92320,73629,23403,362104,2021-07-18 21:48:00+00:00
138511,95346,76092,12615,373843,2022-10-30 18:35:00+00:00
138551,95380,76118,12422,373953,2022-11-09 00:48:00+00:00
139412,95970,76585,12280,376304,2023-12-15 18:34:00+00:00
139567,96073,76667,6030,376720,2023-11-25 20:56:00+00:00
140372,96627,77112,25790,378933,2023-09-07 06:22:00+00:00
140596,96778,77229,18,379542,2023-09-10 06:26:00+00:00
142608,98181,78358,26151,384983,2023-07-08 19:50:00+00:00
143039,98476,78585,25569,386140,2024-01-09 01:20:00+00:00
144458,99465,79412,12185,390018,2019-07-02 23:33:00+00:00
146756,101063,80671,25672,396194,2019-06-23 22:37:00+00:00
149128,102693,81997,12460,402622,2022-02-09 23:03:00+00:00
150610,103713,82822,18541,406611,2024-01-03 03:57:00+00:00
151073,104021,83066,12400,407862,2024-01-02 15:16:00+00:00
152269,104834,83715,18310,411063,2023-04-15 17:14:00+00:00
152799,105226,84032,25773,412500,2023-11-21 03:16:00+00:00
152949,105326,84111,25602,412902,2023-03-31 02:52:00+00:00
154702,106521,85097,9101,417600,2024-01-19 17:55:06.317324+00:00
162682,112053,89499,16424,439169,2020-07-30 10:42:00+00:00
163837,112837,90140,25869,442290,2023-07-17 16:55:00+00:00
169324,116631,93162,11966,457162,2021-07-03 04:51:00+00:00
173680,119581,95461,18667,468913,2023-10-06 19:01:00+00:00
173770,119649,95524,10340,469150,2020-12-30 15:44:00+00:00
173790,119662,95533,24811,469203,2023-04-15 02:19:00+00:00
176592,121610,97081,12473,476763,2023-07-28 07:24:00+00:00
179007,123298,98446,7473,483296,2024-01-11 16:13:00+00:00
179899,123911,98952,3041,485710,2022-07-18 14:56:00+00:00
180202,124134,99140,29114,486537,2021-01-07 07:30:00+00:00
181396,124975,99801,11073,489716,2023-06-01 12:43:00+00:00
693,467,384,26379,1908,
1024,694,553,18667,2805,
1624,1109,885,25602,4424,
1731,1174,939,11246,4721,
2422,1648,1324,5913,6546,
2509,1709,1376,9050,6768,
3373,2328,1881,25697,9114,
5007,3457,2758,26358,13535,
5477,3793,3016,16291,14859,
5708,3957,3136,16602,15488,
5761,3993,3173,16973,15626,
6170,4285,3395,18113,16709,
6323,4384,3464,16038,17120,
6933,4805,3800,18541,18746,
9497,6556,5217,24811,25634,
9751,6732,5370,25511,26302,
9957,6876,5489,17031,26844,
10137,6992,5584,26430,27336,
11010,7588,6034,26097,29673,
11071,7634,6076,12424,29823,
13096,9085,7249,25633,35324,
13583,9417,7523,16305,36657,
14194,9845,7835,12421,38319,
14776,10238,8151,11073,39905,
15281,10578,8457,16973,41281,
16414,11348,9095,9009,44319,
16545,11436,9171,26121,44674,
17050,11802,9459,26097,46050,
17956,12424,9981,12424,48480,
18183,12569,10094,25906,49100,
18445,12748,10237,25269,49802,
18701,12931,10390,24770,50480,
19580,13553,10890,18687,52863,
19822,13727,11020,15448,53493,
20147,13956,11191,9009,54364,
20244,14022,11233,24490,54607,
21151,14650,11719,18687,57092,
21390,14802,11852,2598,57750,
22501,15573,12465,2595,60730,
22974,15906,12719,25919,62006,
23733,16419,13098,24490,64051,
23788,16455,13131,12422,64202,
23801,16465,13139,24490,64237,
23951,16572,13218,25602,64631,
24417,16899,13468,26036,65891,
24533,16977,13531,12424,66197,
24714,17098,13619,25672,66701,
24763,17132,13650,25906,66840,
24885,17219,13719,18113,67171,
24954,17268,13753,16038,67349,
25416,17591,14009,25587,68578,
25478,17631,14043,25869,68751,
25850,17880,14239,29114,69735,
26393,18265,14542,11070,71185,
27235,18827,14988,26946,73431,
27900,19283,15350,18113,75237,
28008,19354,15413,25774,75526,
28662,19814,15790,16129,77303,
31184,21530,17165,16114,84060,
32356,22324,17818,2549,87247,
33594,23144,18469,25479,90614,
34807,23966,19138,2595,93923,
34836,23984,19152,7782,93997,
35457,24411,19490,2598,95657,
36060,24818,19786,25200,97293,
36078,24834,19797,24923,97344,
36670,25248,20134,16000,98945,
37253,25652,20464,16921,100506,
37354,25729,20527,25602,100779,
37639,25921,20684,12417,101547,
40918,28151,22510,6178,110391,
41290,28405,22707,12185,111410,
41950,28874,23065,25380,113185,
42403,29177,23319,18541,114401,
42496,29244,23376,18541,114658,
42507,29251,23382,11070,114688,
43082,29648,23694,26430,116197,
43476,29922,23906,6175,117268,
44025,30300,24204,25380,118747,
44087,30340,24241,11070,118919,
44197,30422,24311,24811,119209,
44402,30556,24431,16973,119781,
45107,31039,24837,26430,121683,
45205,31107,24901,12467,121937,
45742,31484,25192,25511,123382,
46051,31695,25366,10337,124226,
46097,31725,25396,26097,124353,
47589,32747,26225,12417,128393,
48212,33164,26566,10992,130069,
48896,33632,26943,26284,131911,
49076,33756,27040,11073,132387,
50727,34893,27938,16921,136877,
50791,34935,27971,11070,137042,
52290,35938,28793,26215,141071,
52693,36222,29033,11651,142168,
52950,36390,29177,2595,142841,
53390,36700,29403,25919,144038,
53748,36945,29602,27642,145022,
54073,37173,29774,2495,145899,
54352,37383,29940,16384,146666,
56400,38822,31092,2549,152190,
57838,39808,31873,25790,156088,
58545,40312,32280,8932,158023,
58552,40318,32283,9050,158041,
58560,40325,32289,13710,158063,
59870,41237,32998,10992,161595,
60271,41501,33181,12341,162675,
60854,41930,33519,25633,164206,
61083,42094,33647,16305,164838,
61243,42214,33743,16384,165276,
61779,42558,34035,25919,166714,
62200,42832,34249,12400,167844,
64064,44108,35299,6177,172855,
64216,44213,35378,25869,173260,
64558,44441,35570,9629,174188,
65726,45220,36195,11651,177368,
67662,46546,37249,28486,182579,
68581,47171,37739,2584,185047,
69089,47494,38003,16038,186403,
69295,47643,38112,12423,186947,
69514,47803,38248,13710,187560,
69517,47805,38250,25986,187569,
70791,48679,38974,618,191018,
71161,48931,39173,23403,192014,
71546,49205,39394,12467,193028,
72032,49545,39667,24780,194341,
72750,50036,40077,10337,196300,
73162,50339,40315,26215,197434,
74352,51171,40984,26063,200612,
74928,51582,41327,18310,202186,
75407,51898,41583,26215,203473,
77598,53373,42768,2595,209370,
77605,53377,42775,2595,209387,
78796,54220,43434,25869,212619,
79439,54668,43793,12418,214379,
80306,55253,44255,11651,216722,
82088,56459,45219,16129,221521,
82107,56476,45229,24616,221576,
82127,56490,45238,11651,221626,
83566,57501,46016,16305,225507,
86364,59398,47457,10486,233058,
87037,59879,47842,26063,234903,
88404,60820,48630,6175,238608,
90034,61943,49505,16754,242982,
91265,62803,50196,16973,246314,
93326,64228,51309,18475,251902,
93851,64554,51568,11073,253305,
94333,64884,51841,25380,254623,
94534,65020,51962,26063,255160,
95203,65487,52311,16529,256984,
96472,66380,53030,26063,260329,
98014,67468,53883,25697,264430,
98081,67513,53930,2436,264604,
98521,67801,54166,25269,265810,
98748,67960,54292,3041,266425,
99059,68184,54475,25790,267282,
100737,69346,55411,24811,271778,
101057,69566,55589,25786,272643,
101692,70023,55951,12467,274329,
101838,70117,56020,26302,274710,
102054,70266,56137,16921,275290,
102895,70848,56587,26379,277587,
103062,70968,56683,18617,278046,
103548,71305,56964,26430,279373,
104281,71835,57380,24770,281356,
104414,71928,57451,25790,281733,
104415,71928,57451,24760,281736,
105153,72438,57836,24811,283724,
105513,72676,58030,16179,284705,
106307,73227,58482,26358,286859,
106357,73264,58509,6013,286987,
106578,73419,58623,26300,287563,
107147,73812,58930,16114,289074,
107371,73970,59078,25986,289671,
107781,74254,59295,16424,290795,
107922,74358,59375,16284,291171,
108032,74435,59432,12421,291471,
108679,74890,59765,12189,293221,
108958,75082,59911,347,293982,
109791,75652,60361,10340,296250,
110637,76235,60830,18687,298541,
110652,76247,60836,24909,298581,
111573,76884,61330,14864,301057,
111888,77107,61510,12418,301898,
112020,77197,61604,25786,302251,
112333,77414,61780,25852,303091,
112742,77691,61996,2584,304178,
113049,77905,62170,24770,305012,
113099,77939,62192,2549,305153,
113519,78220,62403,12417,306312,
113636,78299,62466,25479,306639,
114276,78730,62801,28486,308385,
114473,78860,62903,2423,308936,
114662,78983,63000,16284,309449,
114674,78990,63006,25672,309479,
115120,79304,63237,17941,310683,
115156,79332,63265,18,310780,
115169,79342,63273,6178,310818,
115370,79482,63405,26358,311364,
115554,79611,63524,18310,311858,
119046,82005,65426,26358,321289,
119965,82629,65927,12185,323775,
120021,82660,65955,347,323928,
120590,83032,66258,15448,325488,
120813,83190,66369,25064,326075,
121657,83779,66831,6013,328381,
122201,84159,67118,25906,329865,
123272,84892,67709,26108,332749,
123940,85336,68056,25672,334559,
124942,86044,68626,11966,337260,
126215,86930,69288,18617,340722,
127723,87950,70120,18667,344790,
127750,87969,70133,2495,344869,
127794,88003,70156,16529,344979,
128084,88203,70312,27642,345734,
128699,88618,70638,26218,347431,
128869,88737,70730,11073,347899,
129064,88874,70828,17031,348417,
129235,88994,70931,24923,348891,
130523,89874,71634,26824,352350,
130801,90063,71788,12422,353114,
130928,90158,71886,12422,353445,
131103,90270,71973,24760,353908,
131577,90578,72232,17031,355215,
131790,90723,72351,13710,355791,
132213,91008,72574,26121,356942,
132228,91015,72581,24909,356983,
132939,91489,72960,11966,358912,
133578,91939,73318,18,360606,
134503,92570,73846,25986,363122,
137066,94367,75296,2584,370001,
140278,96563,77066,27049,378669,
140879,96970,77393,26302,380299,
141922,97694,77962,26382,383147,
143086,98511,78608,28486,386266,
144440,99451,79394,18475,389974,
145809,100391,80139,26302,393664,
146183,100663,80365,14641,394687,
146447,100847,80511,16384,395392,
147319,101438,80965,2436,397722,
147321,101438,80965,11073,397729,
148352,102148,81553,14864,400514,
148354,102148,81553,12189,400522,
148450,102218,81618,25064,400779,
148568,102308,81693,27049,401105,
149067,102654,81970,2549,402456,
149578,102996,82242,25569,403832,
151553,104355,83324,12483,409144,
153213,105505,84261,618,413605,
153349,105600,84339,28486,413964,
153447,105668,84396,347,414233,
153854,105943,84604,25786,415328,
154319,106245,84851,24784,416573,
154381,106288,84883,12467,416746,
154782,106582,85143,24784,417810,
157548,108477,86674,12003,425316,
158736,109322,87347,25852,428540,
159340,109732,87656,12341,430153,
159711,109998,87869,16000,431164,
159712,109999,87870,24784,431166,
160109,110277,88096,22576,432212,
160229,110363,88171,17031,432538,
160705,110689,88422,25602,433804,
161113,110960,88631,16384,434908,
161166,110998,88663,25906,435048,
162488,111916,89384,10486,438645,
162544,111953,89412,25269,438805,
162822,112147,89583,24811,439550,
162986,112256,89669,27642,439991,
163750,112781,90099,23403,442060,
164696,113455,90606,16305,444597,
165180,113781,90868,12467,445904,
167080,115081,91915,26215,451065,
167281,115216,92041,12483,451613,
167706,115510,92265,25906,452777,
167896,115637,92359,26379,453286,
168009,115715,92428,24490,453590,
168085,115767,92468,25064,453805,
169176,116529,93078,25633,456752,
169189,116540,93085,26824,456789,
169916,117025,93487,26382,458742,
170630,117507,93876,6030,460648,
171943,118389,94560,18527,464208,
172434,118719,94829,26215,465538,
173450,119416,95338,2495,468296,
173503,119454,95362,2495,468437,
173927,119762,95610,13950,469577,
174077,119869,95700,25380,469971,
174136,119907,95722,12003,470133,
174764,120341,96048,12483,471802,
175619,120942,96534,26121,474124,
177254,122093,97450,16179,478586,
177352,122167,97522,25602,478854,
177466,122246,97583,25569,479158,
177696,122398,97699,16038,479772,
178432,122905,98126,6013,481746,
178484,122942,98157,24923,481886,
180080,124045,99069,18329,486195,
180221,124149,99154,17031,486591,
181373,124957,99787,23403,489653,
181375,124958,99788,12189,489658,
55009,37835,30304,17836,148436,
16053,11105,8897,17836,43350,
175892,121135,96681,17836,474857,
3748,2583,2071,11776,10110,2021-07-29 21:04:00+00:00
21342,14774,11833,11776,57617,
43372,29845,23846,17836,116985,
75027,51647,41380,22175,202453,
98986,68131,54437,22175,267079,
113984,78532,62638,3062,307601,
3400,2346,1895,22175,9193,
89645,61677,49309,3062,241945,
111844,77076,61492,3062,301778,
121145,83422,66537,3062,326976,
176794,121753,97192,3062,477316,
9099,6295,5007,3062,24561,
38802,26727,21343,3062,104680,
158078,108841,86959,22175,426776,
586,398,334,22175,1623,
43218,29741,23762,22175,116563,
116502,80256,64018,3062,314396,
132101,90928,72518,3062,356635,
138691,95479,76190,3062,374324,
28509,19717,15720,24695,76881,
80739,55556,44499,24695,217891,
33623,23170,18500,24695,90695,
81148,55835,44731,24695,218991,
180603,124405,99357,2311,487628,
2882,1976,1608,24695,7776,
91574,63002,50361,24695,247155,2023-08-25 01:09:00+00:00
115814,79787,63658,2311,312555,2023-08-02 08:16:00+00:00
39462,27167,21727,24695,106459,
60644,41778,33398,24695,163657,
106041,73046,58331,24695,286137,
159289,109693,87622,24695,430015,
178785,123147,98336,24695,482708,
127890,88071,70213,19925,345224,
138211,95143,75906,16405,373052,
142202,97899,78119,1153,383898,
160161,110317,88128,16405,432353,
138555,95382,76120,1153,373963,
154383,106290,84883,1153,416753,
178954,123264,98420,16405,483162,
40318,27742,22169,19925,108770,
112171,77299,61693,16405,302662,
142297,97961,78170,16405,384149,
60528,41695,33330,19925,163356,2020-12-17 19:35:00+00:00
130461,89834,71605,16405,352184,2021-05-24 09:39:00+00:00
32367,22330,17825,16405,87279,
79657,54822,43912,16405,214987,
136715,94122,75082,19925,369045,
162249,111747,89254,16405,437993,
165633,114090,91125,16405,447141,
179962,123963,98999,19925,485882,
60978,42019,33592,17258,164546,
111851,77081,61496,17258,301799,
116401,80192,63969,17258,314130,
125759,86625,69056,17258,339464,
128340,88381,70452,17258,346432,
37266,25665,20478,17258,100541,
152263,104829,83712,17258,411047,2023-10-20 04:29:00+00:00
104345,71881,57412,17258,281535,
455,305,256,2540,1272,
42329,29130,23273,2540,114208,
63544,43750,35028,2540,171431,
37882,26087,20828,2540,102201,
26707,18479,14705,20513,72033,
49875,34301,27501,20513,134523,
76877,52898,42383,2309,207456,
83230,57266,45851,20513,224593,
101522,69901,55858,20513,273872,
127068,87501,69745,2309,343011,
158944,109454,87446,8890,429076,
180809,124549,99466,8890,488179,
101691,70022,55951,2309,274327,
75596,52019,41685,8890,203980,
88807,61096,48851,20513,239694,
21998,15214,12181,2309,59401,2023-09-18 00:36:00+00:00
47893,32952,26393,8890,129210,2022-06-07 17:36:00+00:00
23266,16094,12849,8890,62786,
23607,16336,13029,2309,63696,
96082,66095,52796,2309,259319,
123336,84935,67745,8890,332909,
141111,97130,77515,2309,380926,
151688,104447,83408,8890,409496,
85948,59120,47242,20511,231941,
83333,57336,45911,20511,224881,
42044,28939,23108,20511,113445,2023-10-27 04:47:00+00:00
56202,38683,30976,20511,151662,2021-10-17 13:16:00+00:00
159293,109695,87623,20511,430027,2023-10-09 13:36:00+00:00
56686,39026,31263,20511,152960,
161920,111523,89069,25454,437125,
56886,39168,31370,25454,153493,2021-12-27 22:18:00+00:00
15106,10456,8346,25454,40809,
74995,51627,41360,25454,202359,
114167,78658,62750,25454,308090,
32060,22124,17646,7490,86447,
87545,60220,48139,7490,236276,
173070,119160,95150,7490,467280,
174559,120207,95946,7490,471259,
11689,8078,6436,7490,31523,
143315,98669,78731,7490,386897,
170076,117137,93580,7490,459176,
91000,62619,50054,14823,245597,
33918,23375,18664,14823,91494,
20494,14191,11367,14823,55288,
6528,4532,3574,14823,17669,
64184,44191,35360,14823,173186,
113727,78357,62515,14823,306885,
52508,36088,28929,7519,141664,
135758,93439,74530,7519,366490,
49754,34219,27432,7519,134195,
54209,37278,29861,7519,146277,
143626,98888,78898,7519,387726,
149001,102605,81932,7519,402286,
166471,114663,91598,7519,449401,
88392,60813,48623,1973,238576,
7379,5116,4053,1973,19932,
53135,36523,29278,1973,143342,
67196,46238,37001,1973,181348,
88512,60901,48695,1973,238900,
16138,11162,8937,2310,43581,
126776,87308,69581,2310,342230,
139036,95719,76377,7520,375270,
144738,99651,79559,2310,390767,
47290,32549,26067,2310,127565,
134987,92903,74106,7520,364406,
20670,14320,11470,2310,55757,2022-06-10 06:04:00+00:00
132780,91392,72893,7520,358469,2023-02-19 19:37:00+00:00
120247,82814,66080,2310,324540,
147524,101574,81080,2310,398281,
171829,118304,94491,25539,463905,
102,66,48,25539,292,
102508,70580,56378,25539,276546,
140830,96938,77361,25539,380172,
83738,57621,46102,25539,225981,
156241,107568,85946,25539,421771,
172103,118498,94651,25539,464633,
14110,9781,7782,25539,38091,
35007,24105,19248,25539,94444,
90106,61998,49553,19186,243173,
130723,90013,71740,19186,352895,
47749,32859,26309,19186,128827,2023-11-16 18:50:00+00:00
124820,85951,68550,19186,336936,2024-01-21 22:06:00.199048+00:00
130518,89872,71634,19186,352335,2023-05-09 21:37:00+00:00
2093,1416,1134,19186,5683,
43547,29972,23948,20256,117465,
139912,96314,76863,20256,377659,
3734,2574,2063,19520,10075,
103020,70939,56660,20256,277929,
28508,19716,15720,19520,76879,2022-11-20 16:47:00+00:00
7158,4960,3930,20256,19351,
63329,43610,34904,19520,170850,
76855,52883,42371,20256,207389,
69735,47955,38363,2470,188168,
171011,117756,94077,2470,461701,
55587,38235,30615,2470,149991,
115569,79622,63531,16486,311897,
116831,80476,64176,16486,315273,
85036,58508,46762,16486,229492,
3151,2172,1765,29029,8489,
139729,96190,76764,29029,377150,
165880,114256,91266,29029,447813,
11285,7787,6194,29029,30410,
147928,101853,81302,29029,399364,
158430,109094,87179,29029,427716,
64110,44140,35320,25330,172983,
86458,59468,47501,13961,233311,
93365,64254,51331,25330,252006,
102293,70421,56251,13961,275951,
133921,92184,73510,13961,361540,
166105,114418,91399,13961,448421,
48627,33447,26796,25330,131201,
118860,81870,65309,25330,320779,
174401,120092,95864,25330,470855,
181093,124759,99628,25330,488941,
4739,3275,2622,25330,12822,
5011,3459,2758,25330,13544,
51228,35224,28216,13961,138248,
53458,36750,29441,13961,144228,
63001,43373,34705,13961,169975,
174237,119984,95783,13961,470403,
162539,111950,89410,13961,438792,
11179,7719,6137,25215,30113,
16336,11289,9041,25215,44116,
42217,29052,23206,25215,113904,
55496,38170,30564,25215,149744,
114235,78701,62783,25215,308279,
177013,121912,97311,25215,477910,
15169,10497,8389,25215,40976,
63812,43925,35160,25215,172184,
144473,99474,79417,25215,390057,
20088,13917,11167,25215,54204,
14637,10143,8069,5651,39523,
93198,64143,51248,12158,251563,
92079,63345,50650,5651,248525,
129643,89277,71155,5651,349978,
16703,11552,9268,843,45112,
72874,50135,40158,5651,196649,
2047,1388,1110,5651,5561,
26578,18396,14640,12158,71678,
30183,20864,16623,5651,81327,
48820,33577,26908,843,131711,
94705,65133,52039,843,255626,
148471,102235,81635,5651,400837,
172371,118679,94796,843,465365,
146248,100701,80394,20510,394855,
40734,28024,22402,20510,109892,
150775,103824,82902,20510,407069,
53734,36938,29596,20510,144988,
72552,49901,39960,20510,195769,
16388,11332,9082,20510,44255,
55769,38361,30714,20510,150495,
172556,118803,94892,20510,465875,
71451,49134,39333,25135,192781,
76407,52585,42132,25135,206183,
17818,12332,9900,25135,48106,
26375,18253,14532,25135,71138,
96124,66129,52822,25135,259425,
43959,30254,24164,25135,118570,
43842,30174,24112,25135,118254,
2837,1944,1583,12608,7647,
6455,4471,3523,12608,17467,
163708,112757,90082,12608,441948,
9444,6518,5184,12608,25490,
107516,74069,59145,12608,290062,
1071,732,583,11497,2937,
1562,1068,857,11077,4256,
5565,3850,3059,27106,15097,
7222,5003,3962,16477,19524,
19373,13402,10766,14986,52301,
33071,22802,18210,26058,89179,
33202,22892,18273,24654,89542,
42734,29408,23507,134,115291,
44848,30855,24683,25552,120983,
54619,37565,30091,25777,147371,
54982,37813,30292,26926,148355,
61308,42248,33771,25384,165449,
61657,42472,33973,28447,166374,
61877,42622,34091,24654,166964,
62014,42711,34160,11497,167339,
63696,43847,35102,28993,171860,
65715,45211,36190,28993,177337,
68164,46892,37510,5395,183944,
70964,48799,39068,2416,191491,
77046,53005,42475,16521,207916,
80036,55070,44116,24654,215989,
84196,57920,46318,10716,227229,
86094,59215,47314,16521,232341,
88592,60953,48739,25384,239113,
96258,66224,52905,14986,259778,
97535,67127,53636,11077,263163,
99170,68261,54545,25384,267579,
103506,71284,56948,25897,279256,
108386,74684,59617,23387,292417,
113260,78048,62267,621,305601,
118111,81347,64889,134,318739,
126707,87269,69546,10931,342048,
127378,87702,69911,24654,343858,
128837,88714,70711,10743,347811,
129278,89026,70957,10931,349003,
132035,90883,72480,2416,356458,
137532,94679,75538,11077,371225,
143161,98562,78647,10912,386476,
146039,100559,80281,15199,394283,
150839,103868,82936,621,407229,
159888,110117,87960,15590,431633,
170137,117176,93611,25740,459333,
170575,117471,93844,28993,460508,
175008,120515,96185,621,472473,
176817,121770,97206,5395,477374,
917,621,504,25384,2525,
10398,7166,5712,14986,28044,
11859,8195,6527,25722,31965,
12193,8442,6734,9381,32877,
13852,9604,7656,4783,37398,
14132,9799,7796,26926,38148,
28530,19729,15733,26926,76946,
29657,20487,16336,134,79929,
44444,30585,24451,2416,119896,
56640,38991,31234,11497,152838,
57042,39274,31453,16477,153910,
59281,40832,32688,16979,160002,
63009,43380,34711,23387,169998,
65594,45124,36112,25897,177003,
74127,51016,40855,28447,200004,
78555,54044,43293,25740,211977,
83781,57650,46124,25897,226096,
87169,59970,47919,16979,235264,
88432,60841,48649,9381,238682,
89888,61848,49431,4783,242592,
97782,67299,53762,27106,263829,
102570,70624,56408,19,276709,
104086,71697,57277,19,280823,
107014,73727,58862,23387,288724,
112808,77741,62036,28993,304361,
114374,78795,62853,16979,308658,
115350,79468,63390,11497,311306,
119587,82368,65721,26480,322737,
121259,83506,66598,621,327284,
126871,87369,69630,28993,342481,
128018,88156,70278,4783,345558,
128721,88633,70652,25722,347497,
130105,89588,71409,134,351221,
131976,90846,72448,24654,356291,
134816,92784,74014,621,363962,
139056,95733,76393,15590,375320,
139428,95979,76597,15590,376347,
145551,100224,80008,621,392975,
148960,102575,81910,16979,402163,
158896,109424,87418,10931,428957,
160399,110492,88271,25552,432982,
161657,111352,88936,15590,436392,
161927,111530,89075,9381,437149,
162064,111617,89149,25722,437508,
163924,112900,90189,134,442529,
172910,119048,95065,25777,466833,
175938,121169,96713,26058,474985,
178123,122692,97933,24654,480946,
180029,124010,99034,25747,486068,
4839,3342,2670,26926,13092,
5214,3609,2874,24654,14108,
7826,5431,4295,25897,21141,
9359,6461,5147,23387,25253,
10283,7090,5654,19,27727,
11013,7591,6036,2416,29683,
18873,13051,10483,26926,50943,
28253,19521,15564,16477,76184,
28305,19556,15595,25747,76327,
28540,19736,15739,9381,76975,
34415,23708,18937,25747,92858,
34731,23922,19103,10931,93712,
41288,28403,22706,1071,111403,
41487,28545,22820,28447,111918,
42053,28946,23111,16521,113472,
43012,29600,23649,16521,116025,
48467,33338,26706,25747,130769,
48931,33653,26960,14986,132012,
54778,37677,30172,25552,147814,
56966,39222,31412,134,153711,
64769,44581,35690,134,174768,
66785,45950,36792,15199,180233,
72046,49553,39673,15199,194379,
80369,55296,44288,25384,216900,
86030,59171,47277,15590,232157,
87985,60530,48385,16979,237470,
96779,66591,53197,10912,261155,
122430,84316,67240,24654,330464,
127926,88096,70234,25552,345316,
129183,88961,70903,25552,348742,
136043,93650,74694,25384,367231,
142555,98144,78326,11077,384841,
149721,103099,82329,25552,404222,
157363,108344,86562,19,424819,
167477,115353,92147,24654,452162,
167775,115560,92311,15199,452963,
170149,117185,93623,2416,459368,
171068,117800,94107,19,461856,
175898,121139,96686,10912,474876,
179110,123365,98501,28918,483563,
2907,2000,1627,16979,7840,2023-03-23 21:25:00+00:00
6629,4597,3630,24654,17942,2023-12-01 04:43:00+00:00
11717,8095,6449,16521,31596,2020-06-06 07:22:00+00:00
13595,9426,7530,10931,36691,2021-12-29 07:57:00+00:00
21267,14724,11790,10931,57410,2024-01-14 11:24:00+00:00
27531,19027,15159,26926,74230,2023-02-13 22:25:00+00:00
31667,21859,17436,10912,85378,2023-11-05 03:34:00+00:00
38574,26574,21216,28993,104045,2023-11-08 15:23:00+00:00
40314,27739,22165,16477,108758,2023-01-20 09:19:00+00:00
44448,30587,24454,16477,119910,2024-01-19 16:49:00+00:00
63962,44035,35246,1071,172583,2022-03-23 18:04:00+00:00
64259,44241,35405,25747,173377,2022-10-26 03:49:00+00:00
66208,45555,36463,16979,178646,2021-07-12 22:31:00+00:00
80647,55492,44442,16979,217644,2023-10-13 20:06:00+00:00
81086,55797,44702,14986,218827,2020-08-11 11:12:00+00:00
86168,59267,47356,24654,232539,2022-07-19 23:46:00+00:00
94338,64887,51842,16979,254635,2023-05-19 03:42:00+00:00
98813,68005,54335,10743,266601,2023-12-05 06:59:00+00:00
110903,76421,60973,10743,299245,2022-09-02 16:36:00+00:00
114064,78586,62689,1071,307821,2019-11-17 09:42:00+00:00
116899,80522,64210,5395,315459,2022-09-13 15:11:00+00:00
119290,82172,65548,25722,321928,2022-01-30 17:12:00+00:00
127289,87651,69872,28918,343618,2024-01-14 09:49:00+00:00
134114,92310,73619,19,362075,2022-09-04 12:21:00+00:00
139141,95794,76443,24654,375563,2023-11-30 13:25:00+00:00
150236,103465,82615,10912,405596,2023-10-15 13:43:00+00:00
